Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Myanmar,MMR,Urban population,SP.URB.TOTL,16636518
Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,3.02335507536834
Namibia,NAM,"Population, total",SP.POP.TOTL,2489098
Namibia,NAM,Urban population,SP.URB.TOTL,1295152
Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,615.75
Nauru,NRU,"Population, total",SP.POP.TOTL,12315
Nauru,NRU,Urban population,SP.URB.TOTL,12315
Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,204.734056505058
Nepal,NPL,"Population, total",SP.POP.TOTL,29348627
Nepal,NPL,Urban population,SP.URB.TOTL,6038773
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,518.013068013068
Netherlands,NLD,"Population, total",SP.POP.TOTL,17441500
Netherlands,NLD,Urban population,SP.URB.TOTL,16087342
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,14.832056892779
New Caledonia,NCL,"Population, total",SP.POP.TOTL,271130
New Caledonia,NCL,Urban population,SP.URB.TOTL,193907
New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,19.3315863430937
New Zealand,NZL,"Population, total",SP.POP.TOTL,5090200
New Zealand,NZL,Urban population,SP.URB.TOTL,4413152
Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,56.1400614924381
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6755895
Nicaragua,NIC,Urban population,SP.URB.TOTL,3986789
Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,19.2102620983658
Niger,NER,"Population, total",SP.POP.TOTL,24333639
Niger,NER,Urban population,SP.URB.TOTL,4045711
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,228.737667028997
Nigeria,NGA,"Population, total",SP.POP.TOTL,208327405
Nigeria,NGA,Urban population,SP.URB.TOTL,108242753
North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,82.1780729579699
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2072531
North Macedonia,MKD,Urban population,SP.URB.TOTL,1212058
Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,107.797826086957
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49587
Northern Mariana Islands,MNP,Urban population,SP.URB.TOTL,45520
Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,14.7672152298338
Norway,NOR,"Population, total",SP.POP.TOTL,5379475
Norway,NOR,Urban population,SP.URB.TOTL,4463566
Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,14.679802907916
Oman,OMN,"Population, total",SP.POP.TOTL,4543399
Oman,OMN,Urban population,SP.URB.TOTL,3919863
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,294.723875311333
Pakistan,PAK,"Population, total",SP.POP.TOTL,227196741
Pakistan,PAK,Urban population,SP.URB.TOTL,84437669
Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,39.0695652173913
Palau,PLW,"Population, total",SP.POP.TOTL,17972
Palau,PLW,Urban population,SP.URB.TOTL,14555
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,57.8915610676732
Panama,PAN,"Population, total",SP.POP.TOTL,4294396
Panama,PAN,Urban population,SP.URB.TOTL,2937968
Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,21.5290376716866
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9749640
Papua New Guinea,PNG,Urban population,SP.URB.TOTL,1301089
Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,16.6591870123332
Paraguay,PRY,"Population, total",SP.POP.TOTL,6618695
Paraguay,PRY,Urban population,SP.URB.TOTL,4115703
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,26.019340625
Peru,PER,"Population, total",SP.POP.TOTL,33304756
Peru,PER,Urban population,SP.URB.TOTL,26076625
Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,376.265140691552
Philippines,PHL,"Population, total",SP.POP.TOTL,112190977
Philippines,PHL,Urban population,SP.URB.TOTL,53187498
Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,123.800574919152
Poland,POL,"Population, total",SP.POP.TOTL,37899070
Poland,POL,Urban population,SP.URB.TOTL,22755739
Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,112.406676011074
Portugal,PRT,"Population, total",SP.POP.TOTL,10297081
Portugal,PRT,Urban population,SP.URB.TOTL,6827994
Puerto Rico,PRI,Population density (people per sq. km of land area),EN.POP.DNST,369.959188275085
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3281538
Puerto Rico,PRI,Urban population,SP.URB.TOTL,3070896
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,240.242384682332
Qatar,QAT,"Population, total",SP.POP.TOTL,2760385
Qatar,QAT,Urban population,SP.URB.TOTL,2739268
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,83.7328320584145
Romania,ROU,"Population, total",SP.POP.TOTL,19265250
Romania,ROU,Urban population,SP.URB.TOTL,10440610
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.79735498907911
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144073139
Russian Federation,RUS,Urban population,SP.URB.TOTL,107700434
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,532.888609647345
Rwanda,RWA,"Population, total",SP.POP.TOTL,13146362
Rwanda,RWA,Urban population,SP.URB.TOTL,2291674
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,77.3125899280575
Samoa,WSM,"Population, total",SP.POP.TOTL,214929
Samoa,WSM,Urban population,SP.URB.TOTL,38449
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,566.783333333333
San Marino,SMR,"Population, total",SP.POP.TOTL,34007
San Marino,SMR,Urban population,SP.URB.TOTL,33156
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,227.751041666667
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,218641
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,162568
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,16.7452548972177
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,35997107
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,30340882
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,85.3691372773074
Senegal,SEN,"Population, total",SP.POP.TOTL,16436120
Senegal,SEN,Urban population,SP.URB.TOTL,7909390
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,78.8832151840842
Serbia,SRB,"Population, total",SP.POP.TOTL,6899126
Serbia,SRB,Urban population,SP.URB.TOTL,3894281
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,214.047826086957
Seychelles,SYC,"Population, total",SP.POP.TOTL,98462
Seychelles,SYC,Urban population,SP.URB.TOTL,56661
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,114.075505680244
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8233970
Sierra Leone,SLE,Urban population,SP.URB.TOTL,3534267
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,7918.95125348189
Singapore,SGP,"Population, total",SP.POP.TOTL,5685807
Singapore,SGP,Urban population,SP.URB.TOTL,5685807
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1244.41176470588
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,42310
Sint Maarten (Dutch part),SXM,Urban population,SP.URB.TOTL,42310
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,113.536335274542
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5458827
Slovak Republic,SVK,Urban population,SP.URB.TOTL,2934665
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,104.408881428657
Slovenia,SVN,"Population, total",SP.POP.TOTL,2102419
Slovenia,SVN,Urban population,SP.URB.TOTL,1158811
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,24.6942122186495
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,691191
Solomon Islands,SLB,Urban population,SP.URB.TOTL,170517
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,26.3605317690567
Somalia,SOM,"Population, total",SP.POP.TOTL,16537016
Somalia,SOM,Urban population,SP.URB.TOTL,7630345
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,48.4728478513548
South Africa,ZAF,"Population, total",SP.POP.TOTL,58801927
South Africa,ZAF,Urban population,SP.URB.TOTL,39605450
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,16.7838637190828
South Sudan,SSD,"Population, total",SP.POP.TOTL,10606227
South Sudan,SSD,Urban population,SP.URB.TOTL,2142352
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,94.815383748924
Spain,ESP,"Population, total",SP.POP.TOTL,47365655
Spain,ESP,Urban population,SP.URB.TOTL,38276186
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,354.332363401229
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,21919000
Sri Lanka,LKA,Urban population,SP.URB.TOTL,4101702
St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,183.238461538462
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,47642
St. Kitts and Nevis,KNA,Urban population,SP.URB.TOTL,14694
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,293.831147540984
St. Lucia,LCA,"Population, total",SP.POP.TOTL,179237
St. Lucia,LCA,Urban population,SP.URB.TOTL,33770
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,651.06
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,32553
St. Martin (French part),MAF,Urban population,SP.URB.TOTL,..
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,268.28717948718
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,104632
St. Vincent and the Grenadines,VCT,Urban population,SP.URB.TOTL,55488
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,23.7904100642398
Sudan,SDN,"Population, total",SP.POP.TOTL,44440486
Sudan,SDN,Urban population,SP.URB.TOTL,15666605
Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,3.89144230769231
Suriname,SUR,"Population, total",SP.POP.TOTL,607065
Suriname,SUR,Urban population,SP.URB.TOTL,401567
Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,25.4207233696844
Sweden,SWE,"Population, total",SP.POP.TOTL,10353442
Sweden,SWE,Urban population,SP.URB.TOTL,9108648
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,218.599059672745
Switzerland,CHE,"Population, total",SP.POP.TOTL,8638167
Switzerland,CHE,Urban population,SP.URB.TOTL,6384901
Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,113.122011653869
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,20772595
Syrian Arab Republic,SYR,Urban population,SP.URB.TOTL,11523597
Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,68.7600475538583
Tajikistan,TJK,"Population, total",SP.POP.TOTL,9543207
Tajikistan,TJK,Urban population,SP.URB.TOTL,2624955
Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,69.6596500338677
Tanzania,TZA,"Population, total",SP.POP.TOTL,61704518
Tanzania,TZA,Urban population,SP.URB.TOTL,21736651
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,139.90421421441
Thailand,THA,"Population, total",SP.POP.TOTL,71475664
Thailand,THA,Urban population,SP.URB.TOTL,36759934
Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,87.4240080699395
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1299995
Timor-Leste,TLS,Urban population,SP.URB.TOTL,407158
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,155.223018937305
Togo,TGO,"Population, total",SP.POP.TOTL,8442580
Togo,TGO,Urban population,SP.URB.TOTL,3613424
Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,146.186111111111
Tonga,TON,"Population, total",SP.POP.TOTL,105254
Tonga,TON,Urban population,SP.URB.TOTL,24313
Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,295.935087719298
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1518147
Trinidad and Tobago,TTO,Urban population,SP.URB.TOTL,807867
Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,78.2809152935118
Tunisia,TUN,"Population, total",SP.POP.TOTL,12161723
Tunisia,TUN,Urban population,SP.URB.TOTL,8460667
Turkiye,TUR,Population density (people per sq. km of land area),EN.POP.DNST,109.31931967309
Turkiye,TUR,"Population, total",SP.POP.TOTL,84135428
Turkiye,TUR,Urban population,SP.URB.TOTL,64031267
Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,13.3007852233311
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,6250438
Turkmenistan,TKM,Urban population,SP.URB.TOTL,3282480
Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,46.6063157894737
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,44276
Turks and Caicos Islands,TCA,Urban population,SP.URB.TOTL,41445
Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,368.966666666667
Tuvalu,TUV,"Population, total",SP.POP.TOTL,11069
Tuvalu,TUV,Urban population,SP.URB.TOTL,7086
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,221.447292040694
Uganda,UGA,"Population, total",SP.POP.TOTL,44404611
Uganda,UGA,Urban population,SP.URB.TOTL,11080727
Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,76.1685346910597
Ukraine,UKR,"Population, total",SP.POP.TOTL,44132049
Ukraine,UKR,Urban population,SP.URB.TOTL,30719437
United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,130.770050689946
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9287289
United Arab Emirates,ARE,Urban population,SP.URB.TOTL,8084399
United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,277.274418220146
United Kingdom,GBR,"Population, total",SP.POP.TOTL,67081000
United Kingdom,GBR,Urban population,SP.URB.TOTL,56282971
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,36.2398446775156
United States,USA,"Population, total",SP.POP.TOTL,331501080
United States,USA,Urban population,SP.URB.TOTL,274032053
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.5925379956576
Uruguay,URY,"Population, total",SP.POP.TOTL,3429086
Uruguay,URY,Urban population,SP.URB.TOTL,3275291
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,77.6853511857483
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,34232050
Uzbekistan,UZB,Urban population,SP.URB.TOTL,17258430
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,25.5689089417555
Vanuatu,VUT,"Population, total",SP.POP.TOTL,311685
Vanuatu,VUT,Urban population,SP.URB.TOTL,79558
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,32.3002698259736
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28490453
"Venezuela, RB",VEN,Urban population,SP.URB.TOTL,25151087
Vietnam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,308.359102061392
Vietnam,VNM,"Population, total",SP.POP.TOTL,96648685
Vietnam,VNM,Urban population,SP.URB.TOTL,36088619
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,303.685714285714
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,106290
Virgin Islands (U.S.),VIR,Urban population,SP.URB.TOTL,101974
West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,797.885215946844
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4803269
West Bank and Gaza,PSE,Urban population,SP.URB.TOTL,3685020
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,61.14750080497
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,32284046
"Yemen, Rep.",YEM,Urban population,SP.URB.TOTL,12238236
Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,25.4613527219898
Zambia,ZMB,"Population, total",SP.POP.TOTL,18927715
Zambia,ZMB,Urban population,SP.URB.TOTL,8447250
Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,40.5057929430012
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,15669666
Zimbabwe,ZWE,Urban population,SP.URB.TOTL,5052214
Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,46.1506920934124
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,685112705
Africa Eastern and Southern,AFE,Urban population,SP.URB.TOTL,252315370
Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,51.5366792865574
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,466189102
Africa Western and Central,AFW,Urban population,SP.URB.TOTL,223107995
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,34.2907992634507
Arab World,ARB,"Population, total",SP.POP.TOTL,449228296
Arab World,ARB,Urban population,SP.URB.TOTL,265438305
Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,18.3889539335556
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7444768
Caribbean small states,CSS,Urban population,SP.URB.TOTL,3841826
Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,92.4702878927427
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,102180124
Central Europe and the Baltics,CEB,Urban population,SP.URB.TOTL,63925372
Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,101.322968635572
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3375134276
Early-demographic dividend,EAR,Urban population,SP.URB.TOTL,1548266308
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,96.4640963464016
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2363940425
East Asia & Pacific,EAS,Urban population,SP.URB.TOTL,1434881782
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,132.08480308894
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2116424876
East Asia & Pacific (excluding high income),EAP,Urban population,SP.URB.TOTL,1216850621
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,131.457659668976
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2090523535
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,1200686296
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,127.953871829812
Euro area,EMU,"Population, total",SP.POP.TOTL,342913447
Euro area,EMU,Urban population,SP.URB.TOTL,265634146
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,33.6362165723048
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,923103879
Europe & Central Asia,ECS,Urban population,SP.URB.TOTL,668965453
Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,17.8961544606378
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,400811771
Europe & Central Asia (excluding high income),ECA,Urban population,SP.URB.TOTL,271288116
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,20.0978636869976
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,462023771
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,306814026
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,112.022522067025
European Union,EUU,"Population, total",SP.POP.TOTL,447692315
European Union,EUU,Urban population,SP.URB.TOTL,335592576
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,47.8873994860873
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,979418527
Fragile and conflict affected situations,FCS,Urban population,SP.URB.TOTL,426677006
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,43.2109696986377
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,838066650
Heavily indebted poor countries (HIPC),HPC,Urban population,SP.URB.TOTL,310330898
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,35.2068999068615
High income,HIC,"Population, total",SP.POP.TOTL,1240900955
High income,HIC,Urban population,SP.URB.TOTL,1008611990
IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,68.8042079663085
IBRD only,IBD,"Population, total",SP.POP.TOTL,4889761166
IBRD only,IBD,Urban population,SP.URB.TOTL,2745121628
IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,68.9743707333503
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6628067973
IDA & IBRD total,IBT,Urban population,SP.URB.TOTL,3406102592
IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,132.882011896128
IDA blend,IDB,"Population, total",SP.POP.TOTL,582637127
IDA blend,IDB,Urban population,SP.URB.TOTL,251469607
IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,55.9856013258115
IDA only,IDX,"Population, total",SP.POP.TOTL,1155669680
IDA only,IDX,Urban population,SP.URB.TOTL,409511357
IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,69.4575745648495
IDA total,IDA,"Population, total",SP.POP.TOTL,1738306807
IDA total,IDA,Urban population,SP.URB.TOTL,660980964
Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,52.0018004617408
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2317277311
Late-demographic dividend,LTE,Urban population,SP.URB.TOTL,1485116071
Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,32.4634770332622
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,650534967
Latin America & Caribbean,LCN,Urban population,SP.URB.TOTL,527782335
Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,32.4650944550981
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,588808380
Latin America & Caribbean (excluding high income),LAC,Urban population,SP.URB.TOTL,474691777
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,31.8719098809088
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,634680385
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population,SP.URB.TOTL,515109451
Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,52.6393001286885
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1073743450
Least developed countries: UN classification,LDC,Urban population,SP.URB.TOTL,372846712
Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,69.8078129727238
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6551590116
Low & middle income,LMY,Urban population,SP.URB.TOTL,3349951692
Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,44.4367755098152
Low income,LIC,"Population, total",SP.POP.TOTL,699186538
Low income,LIC,Urban population,SP.URB.TOTL,237349346
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,135.144026241388
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3357118135
Lower middle income,LMC,Urban population,SP.URB.TOTL,1426963556
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST,42.788805189359
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,479966649
Middle East & North Africa,MEA,Urban population,SP.URB.TOTL,314666352
Middle East & North Africa (excluding high income),MNA,Population density (people per sq. km of land area),EN.POP.DNST,47.6916747646715
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,411810124
Middle East & North Africa (excluding high income),MNA,Urban population,SP.URB.TOTL,254878842
Middle East & North Africa (IDA & IBRD countries),TMN,Population density (people per sq. km of land area),EN.POP.DNST,47.1682934045582
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,407006855
Middle East & North Africa (IDA & IBRD countries),TMN,Urban population,SP.URB.TOTL,251193822
Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,74.9180487408642
Middle income,MIC,"Population, total",SP.POP.TOTL,5852403578
Middle income,MIC,Urban population,SP.URB.TOTL,3112602346
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,20.4052819004007
North America,NAC,"Population, total",SP.POP.TOTL,369602177
North America,NAC,Urban population,SP.URB.TOTL,305119850
Not classified,INX,Population density (people per sq. km of land area),EN.POP.DNST,..
Not classified,INX,"Population, total",SP.POP.TOTL,..
Not classified,INX,Urban population,SP.URB.TOTL,..
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,38.5890022479051
OECD members,OED,"Population, total",SP.POP.TOTL,1370241530
OECD members,OED,Urban population,SP.URB.TOTL,1110238801
Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,15.9390293005494
Other small states,OSS,"Population, total",SP.POP.TOTL,32381190
Other small states,OSS,Urban population,SP.URB.TOTL,20367677
Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,40.0127669524552
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2566819
Pacific island small states,PSS,Urban population,SP.URB.TOTL,1003495
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.6495077532428
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1117443485
Post-demographic dividend,PST,Urban population,SP.URB.TOTL,912533657
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,48.4626990177166
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,984213438
Pre-demographic dividend,PRE,Urban population,SP.URB.TOTL,418085743
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,16.9532725790881
Small states,SST,"Population, total",SP.POP.TOTL,42392777
Small states,SST,Urban population,SP.URB.TOTL,25212998
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,394.650788659405
South Asia,SAS,"Population, total",SP.POP.TOTL,1882531620
South Asia,SAS,Urban population,SP.URB.TOTL,656875632
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,394.650788659405
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1882531620
South Asia (IDA & IBRD),TSA,Urban population,SP.URB.TOTL,656875632
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,48.1899800857256
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1151301807
Sub-Saharan Africa,SSF,Urban population,SP.URB.TOTL,475423365
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,48.1867865647342
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1151203345
Sub-Saharan Africa (excluding high income),SSA,Urban population,SP.URB.TOTL,475366704
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,48.1899800857256
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1151301807
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population,SP.URB.TOTL,475423365
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,46.8366304567079
